Nombre;Altura;Edad;Valor de mercado;Partidos jugados;Goles;Asistencias;Amarillas;Rojas;Nacionalidad_emb_1;Nacionalidad_emb_2;Nacionalidad_emb_3;Nacionalidad_emb_4;Nacionalidad_emb_5;Nacionalidad_emb_6;Nacionalidad_emb_7;Nacionalidad_emb_8;Club _emb_1;Club _emb_2;Club _emb_3;Club _emb_4;Club _emb_5;Club _emb_6;Club _emb_7;Club _emb_8;Posición_emb_1;Posición_emb_2;Posición_emb_3;Posición_emb_4;Posición_emb_5;Posición_emb_6;Posición_emb_7;Posición_emb_8
Lamine Yamal;1,78;18;200;11;6;6;2;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,015848098;-0,026410157;0,000425417;-0,122277759;0,034241427;-0,059823867;0,014465211;-0,020497192;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
Jude Bellingham;1,86;22;180;11;3;1;1;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,018448113;0,030062839;-0,022800893;-0,061998837;0,003238108;-0,025438763;0,083011679;0,111441188;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Erling Haaland;1,95;25;180;16;20;1;0;0;-0,038558159;0,068967387;0,073625669;-0,059148449;0,010536021;-0,107151181;0,099299408;0,113966249;-0,037938088;0,09741722;0,07532075;-0,01707379;0,019551584;0,021332366;0,0991868;-0,120310917;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Kylian Mbappé;1,8;26;180;16;18;2;2;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,018448113;0,030062839;-0,022800893;-0,061998837;0,003238108;-0,025438763;0,083011679;0,111441188;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Vinicius Junior;1,76;25;150;20;6;5;3;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,018448113;0,030062839;-0,022800893;-0,061998837;0,003238108;-0,025438763;0,083011679;0,111441188;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Pedri;1,74;22;140;13;2;2;0;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,015848098;-0,026410157;0,000425417;-0,122277759;0,034241427;-0,059823867;0,014465211;-0,020497192;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Jamal Musiala;1,84;22;140;0;0;0;0;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,002556021;0,036724091;-0,083628394;-0,014933302;0,096912265;0,090595022;-0,044424478;0,030976996;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Bukayo Saka;1,78;24;140;15;7;0;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,075110249;0,092018694;-0,095079526;-0,075902909;-0,085377246;-0,099402815;-0,118766144;-0,026767951;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
Alexander Isak;1,92;26;140;8;1;1;0;0;-0,119122677;-0,122665301;-0,075567447;0,000715885;0,025636598;0,117220223;0,070935033;-0,055406928;0,114499614;0,083581224;0,019048302;-0,109568119;0,014919917;-0,029318275;0,117828339;0,014593136;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Florian Wirtz;1,76;22;130;16;0;3;2;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,114499614;0,083581224;0,019048302;-0,109568119;0,014919917;-0,029318275;0,117828339;0,014593136;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Michael Olise;1,84;23;130;17;7;7;5;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,002556021;0,036724091;-0,083628394;-0,014933302;0,096912265;0,090595022;-0,044424478;0,030976996;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
Federico Valverde;1,82;27;130;15;0;4;1;0;-0,090173647;-0,120615825;-0,033945676;-0,103281252;-0,07445699;-0,071953729;-0,028584667;-0,022134779;0,018448113;0,030062839;-0,022800893;-0,061998837;0,003238108;-0,025438763;0,083011679;0,111441188;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Cole Palmer;1,85;23;120;4;2;0;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,11770419;-0,007529811;-0,055229567;0,075932026;-0,119327255;0,035408646;-0,115583964;0,014917672;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Declan Rice;1,88;26;120;18;2;5;2;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,075110249;0,092018694;-0,095079526;-0,075902909;-0,085377246;-0,099402815;-0,118766144;-0,026767951;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Moisés Caicedo;1,78;24;100;18;4;1;6;0;-0,040243112;-0,019917464;0,074442402;0,021437174;-0,007633442;0,116386116;-0,060064834;-0,011654383;-0,11770419;-0,007529811;-0,055229567;0,075932026;-0,119327255;0,035408646;-0,115583964;0,014917672;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Julián Álvarez;1,7;25;100;16;9;4;1;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;-0,05408144;-0,015183867;0,01830525;-0,031488448;-0,086804241;-0,098341905;-0,112865217;-0,076127492;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Alexis Mac Allister;1,76;26;100;19;3;2;3;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;0,114499614;0,083581224;0,019048302;-0,109568119;0,014919917;-0,029318275;0,117828339;0,014593136;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Ousmane Dembélé;1,78;28;100;9;3;2;1;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;-0,024099583;-0,065611422;0,118094206;-0,116057217;0,056633905;0,067365028;-0,017902624;0,112694755
Désiré Doué;1,81;20;90;8;3;3;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
João Neves;1,71;21;90;8;5;0;0;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Khvicha Kvaratskhelia;1,83;24;90;14;3;3;1;0;0,102841653;-0,072547153;-0,020448236;0,071243592;0,103327215;-0,055598017;0,113601968;0,102635346;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Vitinha;1,72;25;90;16;2;8;0;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Ryan Gravenberch;1,9;23;90;12;3;2;3;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;0,114499614;0,083581224;0,019048302;-0,109568119;0,014919917;-0,029318275;0,117828339;0,014593136;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Raphinha;1,76;28;90;7;3;2;2;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,015848098;-0,026410157;0,000425417;-0,122277759;0,034241427;-0,059823867;0,014465211;-0,020497192;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Rodri;1,9;29;90;8;0;0;1;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;-0,037938088;0,09741722;0,07532075;-0,01707379;0,019551584;0,021332366;0,0991868;-0,120310917;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Hugo Ekitiké;1,89;23;85;16;6;1;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,09028963;0,117033444;0,096519969;0,071010381;-0,084167235;0,07214126;0,052050684;0,064132676;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Dominik Szoboszlai;1,86;25;85;16;2;5;4;0;0,026608484;0,007582155;0,074679367;-0,08465261;-0,085229114;-0,056423925;0,118256733;-0,019848699;-0,09028963;0,117033444;0,096519969;0,071010381;-0,084167235;0,07214126;0,052050684;0,064132676;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Lautaro Martínez;1,74;28;85;17;11;4;3;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;-0,069649406;0,020569252;-0,011019945;0,086448185;0,050153639;0,05676036;0,019266184;-0,034814984;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Pau Cubarsí;1,82;18;80;12;0;0;1;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,015848098;-0,026410157;0,000425417;-0,122277759;0,034241427;-0,059823867;0,014465211;-0,020497192;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164
Enzo Fernández;1,78;24;80;17;4;1;4;0;-0,10625907;0,03760311;-0,056812607;-0,060988799;0,046214957;0,065771557;0,09844967;-0,074539743;-0,088644914;-0,032202657;0,063807413;-0,044403527;-0,11665424;0,047444902;0,061930876;-0,081325889;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Bruno Guimarães;1,82;28;80;20;3;6;3;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,064583987;0,123419069;-0,105472773;-0,063603304;-0,088028975;-0,06087156;-0,046972848;-0,10734611;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
William Saliba;1,92;24;80;14;0;1;0;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,002708036;0,042245775;-0,011056037;0,106596567;0,11312753;0,081454895;-0,00780597;0,095384277;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164
Rodrygo;1,74;24;80;17;2;3;1;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,092669599;-0,031748202;-0,107883424;-0,019196136;-0,004754167;0,041226391;0,018489337;-0,011803966;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
Phil Foden;1,71;25;80;14;4;3;3;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,037938088;0,09741722;0,07532075;-0,01707379;0,019551584;0,021332366;0,0991868;-0,120310917;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
Achraf Hakimi;1,81;27;80;15;2;4;3;0;-0,121671446;-0,116023652;-0,012787935;-0,0783398;0,062523827;-0,076796614;0,033084381;0,006994453;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728
Martin Ødegaard;1,78;26;80;8;0;2;0;0;-0,038558159;0,068967387;0,073625669;-0,059148449;0,010536021;-0,107151181;0,099299408;0,113966249;-0,002708036;0,042245775;-0,011056037;0,106596567;0,11312753;0,081454895;-0,00780597;0,095384277;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Alessandro Bastoni;1,9;26;80;13;1;4;1;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;-0,069649406;0,020569252;-0,011019945;0,086448185;0,050153639;0,05676036;0,019266184;-0,034814984;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164
Kenan Y?ld?z;1,85;20;75;14;3;4;0;0;-0,051776182;0,088101126;-0,077325046;0,060995255;-0,101748295;0,024314163;-0,059879653;-0,054608732;0,099411055;-0,062767781;0,106107742;0,068139531;-0,081188984;0,048641305;0,070241161;-0,094398037;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Nuno Mendes;1,76;23;75;14;4;3;2;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;0,053153802;0,023098467;-0,038857467;0,107157461;0,120843783;0,047108799;-0,034235161;-0,00145015;-0,038706813;0,082722649;0,021574922;0,005219473;0,044569455;0,002511997;0,121739149;0,061536744
Joško Gvardiol;1,85;23;75;12;0;3;0;0;-0,053088434;-0,04815333;-0,000469296;0,003914149;-0,002043917;-0,060013421;0,054178968;-0,027635774;-0,037938088;0,09741722;0,07532075;-0,01707379;0,019551584;0,021332366;0,0991868;-0,120310917;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164
Omar Marmoush;1,83;26;75;10;2;1;0;0;-0,030039134;0,044914529;-0,001251979;-0,014713181;-0,012934581;-0,020893741;0,00767875;0,051887624;-0,037938088;0,09741722;0,07532075;-0,01707379;0,019551584;0,021332366;0,0991868;-0,120310917;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Gabriel Magalhães;1,9;27;75;19;2;3;3;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,002708036;0,042245775;-0,011056037;0,106596567;0,11312753;0,081454895;-0,00780597;0,095384277;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164
Aurélien Tchouaméni;1,87;25;75;15;0;0;5;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,092669599;-0,031748202;-0,107883424;-0,019196136;-0,004754167;0,041226391;0,018489337;-0,011803966;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Victor Osimhen;1,85;26;75;12;9;0;2;0;-0,117315315;-0,019477924;0,05638456;0,048864599;-0,080392458;-0,087196156;-0,06050792;-0,030091936;0,102266297;-0,057607267;-0,012122612;0,015154932;-0,000798335;0,013641773;0,078174472;-0,001922205;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Sandro Tonali;1,81;25;75;15;0;3;0;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;0,064583987;0,123419069;-0,105472773;-0,063603304;-0,088028975;-0,06087156;-0,046972848;-0,10734611;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Viktor Gyökeres;1,87;27;75;14;6;0;1;0;-0,119122677;-0,122665301;-0,075567447;0,000715885;0,025636598;0,117220223;0,070935033;-0,055406928;-0,002708036;0,042245775;-0,011056037;0,106596567;0,11312753;0,081454895;-0,00780597;0,095384277;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Marcus Thuram;1,92;28;75;9;5;2;1;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;-0,069649406;0,020569252;-0,011019945;0,086448185;0,050153639;0,05676036;0,019266184;-0,034814984;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Trent Alexander-Arnold;1,8;27;75;7;0;0;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,092669599;-0,031748202;-0,107883424;-0,019196136;-0,004754167;0,041226391;0,018489337;-0,011803966;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728
Harry Kane;1,88;32;75;17;23;3;1;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,002556021;0,036724091;-0,083628394;-0,014933302;0,096912265;0,090595022;-0,044424478;0,030976996;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Dean Huijsen;1,95;20;70;13;0;1;4;1;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;-0,092669599;-0,031748202;-0,107883424;-0,019196136;-0,004754167;0,041226391;0,018489337;-0,011803966;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164
Nico Williams;1,81;23;70;9;2;2;0;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;0,077782989;0,059187315;0,009889702;0,038996246;-0,108654581;0,026070384;-0,01020313;-0,117162243;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Bradley Barcola;1,85;23;70;15;4;3;3;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,092276402;0,034636922;0,037377346;-0,027921259;-0,038628649;-0,030000919;0,053971443;-0,000280572;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Benjamin Šeško;1,95;22;70;12;2;1;1;0;-0,115667097;0,047152307;0,089331664;-0,070251875;-0,098061144;-0,037271898;-0,061550748;-0,028940951;0,027283248;-0,100400135;-0,033273615;0,036728553;0,067628078;-0,030931495;-0,11711961;0,054781374;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Xavi Simons;1,79;22;70;16;1;3;4;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,020995656;0,081839457;0,125685945;-0,051477801;-0,006212149;-0,07246431;0,049674053;0,032495394;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Matheus Cunha;1,84;26;70;15;1;1;0;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;0,027283248;-0,100400135;-0,033273615;0,036728553;0,067628078;-0,030931495;-0,11711961;0,054781374;-0,081291385;-0,003017529;-0,03269184;0,008079275;-0,043843683;-0,006094508;-0,007260463;0,009320841
Luis Díaz;1,8;28;70;21;13;5;5;1;-0,101398528;-0,040565688;0,125420004;0,067545205;-0,018382985;-0,110430285;0,038913731;-0,086026125;0,002556021;0,036724091;-0,083628394;-0,014933302;0,096912265;0,090595022;-0,044424478;0,030976996;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Tijjani Reijnders;1,85;27;70;15;1;5;2;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,037938088;0,09741722;0,07532075;-0,01707379;0,019551584;0,021332366;0,0991868;-0,120310917;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Cody Gakpo;1,93;26;70;16;4;3;0;0;-0,111019142;-0,090241298;0,012151266;0,083693758;-0,105585292;0,044175122;0,067653678;0,069097698;-0,09028963;0,117033444;0,096519969;0,071010381;-0,084167235;0,07214126;0,052050684;0,064132676;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Martín Zubimendi;1,8;26;70;14;2;1;5;0;-0,018197507;0,027924707;-0,010844457;0,073231526;-0,032498866;0,027797619;0,071192317;0,102874391;-0,002708036;0,042245775;-0,011056037;0,106596567;0,11312753;0,081454895;-0,00780597;0,095384277;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Bryan Mbeumo;1,71;26;70;12;6;1;0;0;0,076657198;-0,08177574;-0,084184326;0,033068821;-0,019737676;-0,076266833;0,119229533;-0,065011494;0,027283248;-0,100400135;-0,033273615;0,036728553;0,067628078;-0,030931495;-0,11711961;0,054781374;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
Rafael Leão;1,88;26;70;8;5;1;0;0;0,094597615;-0,079555579;0,014744219;0,079444386;-0,033918057;-0,077495568;-0,002692658;-0,106440246;0,115612671;-0,076692834;-0,116889097;0,125054792;0,044108413;0,064411983;0,080097876;-0,036474191;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Willian Pacho;1,9;24;65;17;1;0;2;0;-0,040243112;-0,019917464;0,074442402;0,021437174;-0,007633442;0,116386116;-0,060064834;-0,011654383;0,092276402;0,034636922;0,037377346;-0,027921259;-0,038628649;-0,030000919;0,053971443;-0,000280572;-0,005392203;-0,002638085;0,067659743;0,121681586;-0,114754312;-0,090336435;0,085549518;0,108700164
João Pedro;1,82;24;65;15;4;3;0;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,088644914;-0,032202657;0,063807413;-0,044403527;-0,11665424;0,047444902;0,061930876;-0,081325889;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Morgan Rogers;1,86;23;65;17;2;3;3;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,103992268;0,076159328;-0,057120427;-0,038145397;0,116729438;0,010006492;0,094286263;-0,077734984;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Anthony Gordon;1,82;24;65;14;4;1;0;1;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,064583987;0,123419069;-0,105472773;-0,063603304;-0,088028975;-0,06087156;-0,046972848;-0,10734611;0,062863782;0,110490873;-0,099378586;0,061280698;-0,048775189;0,008166548;0,110378511;-0,058631115
Eberechi Eze;1,78;27;65;17;2;3;0;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,002708036;0,042245775;-0,011056037;0,106596567;0,11312753;0,081454895;-0,00780597;0,095384277;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Nick Woltemade;1,98;23;65;17;7;0;0;0;0,08640074;0,073262207;0,119738005;0,119977802;0,099477038;-0,088858768;-0,112221435;-0,007820635;0,064583987;0,123419069;-0,105472773;-0,063603304;-0,088028975;-0,06087156;-0,046972848;-0,10734611;-0,061601538;-0,052023135;0,09470138;-0,011289039;-0,053629149;0,080023617;-0,055796288;-0,027693532
Morgan Gibbs-White;1,78;25;65;17;3;3;3;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;-0,02313358;-0,055052746;-0,080458038;-0,044632349;0,054380458;-0,046810113;0,10588143;0,017973691;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Jules Koundé;1,78;27;65;15;1;1;3;0;-0,118933551;0,059899732;-0,107918292;-0,050820861;0,002380732;-0,005078932;-0,093127877;0,117712639;0,015848098;-0,026410157;0,000425417;-0,122277759;0,034241427;-0,059823867;0,014465211;-0,020497192;0,029065797;-0,058358915;0,106612936;-0,119788006;0,084394656;0,035337035;-0,060063813;0,052847728
Nicolò Barella;1,72;28;65;14;1;4;2;0;-0,070087455;0,086913362;0,043283574;0,092748255;0,085460514;0,093211621;-0,045291722;-0,00876025;-0,069649406;0,020569252;-0,011019945;0,086448185;0,050153639;0,05676036;0,019266184;-0,034814984;0,079588272;-0,047677509;-0,009437112;0,079044387;-0,090217039;-0,05154242;-0,089812942;-0,016847292
Estêvão;1,76;18;60;20;8;1;5;0;-0,010247849;0,033773843;0,068939246;0,090636082;-0,069321349;0,022180473;0,077888712;-0,062032707;-0,088644914;-0,032202657;0,063807413;-0,044403527;-0,11665424;0,047444902;0,061930876;-0,081325889;0,120682091;-0,096872486;-0,026702812;-0,017303599;0,104123399;-0,0770275;0,004711031;-0,06300398
Carlos Baleba;1,79;21;60;14;0;0;5;0;0,076657198;-0,08177574;-0,084184326;0,033068821;-0,019737676;-0,076266833;0,119229533;-0,065011494;-0,116217956;-0,060953617;0,040152196;-0,056839027;0,066945687;-0,053899929;0,034359861;-0,101810478;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
Arda Güler;1,76;20;60;16;3;6;1;0;-0,051776182;0,088101126;-0,077325046;0,060995255;-0,101748295;0,024314163;-0,059879653;-0,054608732;-0,092669599;-0,031748202;-0,107883424;-0,019196136;-0,004754167;0,041226391;0,018489337;-0,011803966;0,057232734;-0,088231727;-0,043430768;0,121953472;-0,017196175;0,002575303;-0,048276402;-0,098835416
Adam Wharton;1,81;21;60;15;0;1;1;0;0,036739197;0,008365124;-0,101664379;-0,114033483;0,093274906;0,061707269;0,086865254;0,007207203;0,0492731;-0,079972073;0,107039653;-0,025023852;0,111330867;-0,067949563;-0,099752568;0,083477311;-0,016960477;-0,117974713;0,056287192;0,011867293;0,094767965;-0,011302987;-0,029954249;-0,11315833
